County,State,Popul,PopDen,PopChg%,Hispan%,Under5%,Age65-75%,Black%,Asian%,BirthRate,HSGrad,ColGrad,IncomeHH
Hunterdon,NJ,125135,283.7,2.6,2.8,6.6,5.6,2.2,1.9,12.0,85.9,34.6,72398
Mercer,NJ,353529,1552.0,0.8,9.7,6.3,6.4,19.8,4.9,13.5,77.1,29.5,49251
Middlesex,NJ,757191,2420.0,0.9,13.6,6.6,6.5,9.1,13.0,13.9,79.4,26.5,52646
Monmouth,NJ,622977,1304.0,1.2,6.2,6.9,6.5,8.1,4.0,13.7,82.8,28.4,57985
Morris,NJ,472859,1003.0,0.6,7.8,7.0,6.3,2.8,6.3,13.8,87.0,36.7,67919
Ocean,NJ,527207,803.3,3.2,5.0,6.3,11.0,3.0,1.3,12.8,74.9,15.3,42053
Passaic,NJ,491077,2644.0,0.4,30.0,7.4,6.2,13.2,3.7,16.1,68.8,18.7,39783
Salem,NJ,64364,190.2,0.1,3.9,6.1,7.3,14.8,0.6,11.9,72.6,11.8,42378
Somerset,NJ,301955,975.4,1.5,8.7,7.5,6.0,7.5,8.4,15.3,86.3,38.3,74586
Sussex,NJ,146671,276.7,1.7,3.3,6.8,4.9,1.0,1.2,13.2,85.1,24.9,59626
Union,NJ,523396,5073.0,0.2,19.7,7.0,6.8,20.8,3.8,14.6,75.2,25.0,50254
Warren,NJ,105765,286.1,3.2,3.7,6.9,6.6,1.9,1.2,12.9,77.6,19.6,50002
Bernalillo,NM,562458,477.4,1.0,42.0,6.9,6.1,2.8,1.9,15.1,82.1,26.7,36853
Catron,NM,3512,0.5,-0.9,19.2,4.2,12.0,0.3,0.7,8.2,73.3,18.7,22661
Chaves,NM,60301,10.1,-1.8,43.8,7.2,7.6,2.0,0.5,14.4,67.3,14.3,27531
Cibola,NM,25888,5.6,1.1,33.4,7.9,6.7,1.0,0.4,16.5,66.7,8.8,23722
Colfax,NM,14140,3.8,-0.3,47.5,5.4,8.9,0.3,0.3,12.2,71.1,14.7,27382
Curry,NM,44229,32.0,-1.8,30.4,8.6,6.1,6.9,1.8,19.1,75.8,13.7,28297
De Baca,NM,2138,1.0,-4.6,35.3,5.1,13.0,,0.2,9.8,63.0,11.4,21721
Dona Ana,NM,176790,45.9,1.2,63.4,7.8,6.2,1.6,0.8,17.8,70.4,21.9,26379
Eddy,NM,51067,12.4,-1.1,38.8,7.3,7.6,1.6,0.4,14.9,67.3,10.9,31228
Grant,NM,30722,7.8,-0.9,48.8,6.9,9.1,0.5,0.3,14.6,70.5,16.4,28882
Guadalupe,NM,4602,1.5,-1.7,81.2,5.3,7.8,1.3,0.5,13.2,57.8,6.1,18820
Harding,NM,772,0.4,-4.7,44.9,3.1,16.0,0.4,0.0,7.8,65.9,15.7,27213
Hidalgo,NM,5612,1.7,-5.4,56.0,7.7,7.3,0.4,0.3,12.5,71.6,11.7,28400
Lea,NM,55149,12.6,-0.7,39.6,7.7,7.0,4.4,0.4,16.6,63.8,11.5,31337
Lincoln,NM,19730,4.0,1.6,25.6,5.1,11.0,0.4,0.3,11.6,77.1,16.1,25831
Los Alamos,NM,17798,168.3,-3.0,11.7,5.6,6.7,0.4,3.8,11.1,94.7,53.4,74253
Luna,NM,25002,8.4,-0.1,57.7,7.7,11.0,0.9,0.3,16.3,58.8,11.1,19349
McKinley,NM,75032,13.7,0.3,12.4,9.1,4.1,0.4,0.5,20.2,58.5,11.1,21681
Mora,NM,5236,2.7,1.1,81.6,6.1,9.0,0.1,0.1,11.3,59.7,14.2,18160
Otero,NM,60747,9.4,-2.5,32.2,7.4,7.2,3.9,1.2,16.2,81.6,15.0,29412
Quay,NM,9829,3.5,-3.2,38.0,5.5,10.0,0.8,0.8,11.2,70.3,9.9,23105
Rio Arriba,NM,40772,7.0,-1.0,72.9,7.0,6.4,0.3,0.1,17.4,65.9,10.3,25036
Roosevelt,NM,18120,7.4,0.6,33.3,7.5,6.3,1.7,0.6,15.2,66.1,18.1,24368
Sandoval,NM,93883,24.2,4.4,29.4,7.3,5.7,1.7,1.0,15.2,79.3,19.1,40139
San Juan,NM,115380,20.6,1.4,15.0,8.0,5.3,0.4,0.3,17.9,69.2,12.3,30160
San Miguel,NM,30156,6.4,0.1,78.0,6.5,6.4,0.8,0.5,12.9,68.4,16.2,22772
Santa Fe,NM,130915,67.7,1.3,49.0,6.2,6.1,0.6,0.9,13.0,82.6,32.3,37882
Sierra,NM,13188,3.2,-0.6,26.3,4.8,15.0,0.5,0.2,11.7,63.7,8.5,20724
Socorro,NM,17856,2.7,-1.2,48.7,7.0,6.2,0.6,1.1,15.3,67.2,17.1,24025
Taos,NM,30353,13.6,1.2,57.9,5.8,7.0,0.4,0.4,13.3,71.8,18.5,22777
Torrance,NM,16792,5.1,-0.7,37.2,6.9,5.8,1.7,0.3,14.4,72.6,10.9,26334
Union,NM,4022,1.1,-3.6,35.1,6.0,9.7,0.0,0.3,12.4,63.6,12.0,26320
Valencia,NM,66955,61.9,1.2,55.0,7.6,5.9,1.3,0.4,15.6,73.3,12.1,30092
Albany,NY,294007,563.2,-0.2,3.1,5.7,7.1,11.1,2.7,11.1,80.9,28.3,40490
Allegany,NY,49881,48.5,-0.1,0.9,5.6,7.5,0.7,0.7,10.9,76.9,15.6,31291
Bronx,NY,1337928,31730.0,0.4,48.4,8.2,5.3,35.6,3.0,18.9,58.5,12.2,24031
Broome,NY,199267,283.6,-0.6,2.0,5.6,8.0,3.3,2.8,11.2,78.9,20.7,35340
Cattaraugus,NY,83403,64.1,-0.7,0.9,6.2,7.7,1.1,0.5,12.2,74.5,12.8,31348
Cayuga,NY,81401,118.3,-0.7,2.0,5.9,7.1,4.0,0.4,11.4,73.3,13.0,35508
Chautauqua,NY,138662,131.6,-0.8,4.2,5.8,8.0,2.2,0.4,11.7,74.4,14.2,31051
Chemung,NY,90675,223.2,-0.4,1.8,6.0,7.8,5.8,0.8,11.1,77.2,15.4,33988
Chenango,NY,51142,57.5,-0.5,1.1,5.9,7.5,0.8,0.3,11.8,75.5,13.1,31757
Clinton,NY,80085,76.9,0.2,2.5,5.1,6.8,3.6,0.7,9.9,74.2,16.5,34918
Columbia,NY,63193,99.2,0.2,2.5,5.3,8.3,4.5,0.8,10.5,73.6,18.5,36697
Cortland,NY,48463,97.2,-0.3,1.2,5.9,6.2,0.9,0.4,11.6,76.8,18.2,33758
Delaware,NY,47520,33.2,-1.1,2.0,5.1,9.7,1.2,0.5,10.7,74.0,13.2,30362
Dutchess,NY,284447,349.3,1.5,6.4,6.2,6.5,9.3,2.5,12.9,79.8,24.8,47828
Erie,NY,944408,910.2,-0.6,3.3,6.1,8.0,13.0,1.5,12.4,76.4,20.0,36711
Essex,NY,38822,21.6,-0.1,2.2,5.0,8.5,2.8,0.4,10.3,74.2,15.8,32051
Franklin,NY,50890,31.4,-0.5,4.0,4.9,6.8,6.6,0.4,9.5,69.5,11.7,29235
Fulton,NY,54996,111.0,-0.1,1.6,5.7,7.9,1.8,0.5,12.1,70.5,11.4,30502
Genesee,NY,59995,122.2,-0.6,1.5,6.1,7.1,2.1,0.5,12.4,77.4,14.0,37859
Greene,NY,48347,74.4,0.3,4.3,5.4,8.4,5.5,0.5,10.3,72.8,13.4,34408
Hamilton,NY,5307,3.1,-1.3,1.1,4.3,11.0,0.4,0.1,8.9,77.3,15.1,31015
Herkimer,NY,64066,45.7,-0.6,0.9,5.6,7.9,0.5,0.4,10.8,72.6,12.9,30321
Jefferson,NY,109535,87.8,-2.0,4.2,7.3,5.8,5.8,0.9,15.4,76.4,13.6,31515
Kings,NY,2465286,34723.0,,19.8,7.4,6.1,36.4,7.5,17.5,63.7,16.6,26108
Lewis,NY,26820,21.1,-0.5,0.6,6.1,7.7,0.4,0.2,12.1,73.6,10.5,32416
Livingston,NY,64498,101.8,0.3,2.3,5.4,6.1,3.0,0.8,10.7,77.5,18.1,39354
Madison,NY,69714,105.9,0.4,1.1,5.9,6.6,1.3,0.6,11.7,79.2,18.2,38293
Monroe,NY,733607,1116.0,-0.2,5.3,6.4,6.3,13.7,2.4,13.4,80.1,26.3,41954
Montgomery,NY,49318,122.7,-0.8,6.9,5.9,8.5,1.2,0.5,11.7,70.1,10.8,30482
Nassau,NY,1334648,4650.0,,10.0,6.5,7.9,10.1,4.7,13.2,84.2,30.0,61026
New York,NY,1541150,66835.0,0.3,27.2,4.9,6.4,17.4,9.4,12.6,75.3,42.2,38224
Niagara,NY,218509,420.4,-0.6,1.3,6.0,7.8,6.1,0.6,12.0,75.8,13.6,36218
Oneida,NY,233659,194.1,-0.8,3.2,5.7,7.8,5.7,1.2,11.6,75.1,16.7,34668
Onondaga,NY,457866,587.6,-0.1,2.4,6.5,7.0,9.4,2.1,13.0,80.7,24.4,38447
Ontario,NY,100888,155.6,0.7,2.1,6.0,6.6,2.1,0.7,11.8,81.0,19.5,41266
Orange,NY,348783,418.3,2.2,11.6,7.6,5.3,8.1,1.5,15.1,77.2,19.5,46446
Orleans,NY,43853,113.0,-0.7,3.9,6.2,6.2,7.3,0.3,12.3,71.5,10.7,34942
Oswego,NY,122271,128.4,-0.1,1.3,6.2,6.0,0.6,0.4,11.6,74.7,12.9,35809
Otsego,NY,61452,61.5,-0.4,1.9,4.8,7.5,1.7,0.6,9.7,77.7,19.9,32474
Putnam,NY,97163,414.5,1.5,6.2,6.9,5.4,1.6,1.2,13.3,86.5,27.8,62646
Queens,NY,2224516,20453.0,-0.2,25.0,6.4,6.6,20.0,17.0,15.9,71.1,20.6,35820
Rensselaer,NY,152582,233.2,,2.1,6.1,6.9,4.7,1.7,11.7,77.7,19.5,39550
Richmond,NY,450153,7651.0,1.4,12.1,6.7,6.3,9.7,5.7,14.2,78.6,20.7,51141
Rockland,NY,288567,1648.0,0.6,10.2,7.6,6.7,11.0,5.5,15.9,83.3,33.0,58362
St. Lawrence,NY,111173,41.7,-0.7,1.8,5.4,7.1,2.4,0.7,10.4,73.1,15.1,31169
Saratoga,NY,204485,247.1,1.9,1.4,6.5,6.1,1.4,1.0,12.7,83.0,25.2,46290
Schenectady,NY,146014,711.4,-0.4,3.2,6.1,7.8,6.8,2.0,12.2,80.7,23.0,41079
Schoharie,NY,31489,50.8,-0.3,1.9,5.6,7.9,1.3,0.4,10.4,73.7,14.4,33209
Schuyler,NY,19269,58.4,0.2,1.2,5.8,7.6,1.5,0.3,11.3,74.2,13.6,32241
Seneca,NY,33486,102.6,0.4,2.0,5.6,7.9,2.3,0.7,11.5,76.2,14.2,35650
Steuben,NY,99171,70.9,0.5,0.8,6.1,7.9,1.4,0.9,12.1,75.0,14.4,33732
Suffolk,NY,1438973,1556.0,1.4,10.5,7.1,6.5,6.9,2.4,14.6,82.2,23.0,53560
Sullivan,NY,74107,76.3,0.2,9.2,5.9,7.9,8.5,1.1,12.1,71.2,14.4,33123
Tioga,NY,51620,99.8,-0.3,1.0,6.3,7.4,0.5,0.6,12.2,80.6,18.0,38503
Tompkins,NY,96500,202.7,,3.1,4.4,4.8,3.6,7.2,8.8,87.2,41.7,36822
Ulster,NY,178028,157.9,0.2,6.2,5.5,7.1,5.4,1.2,11.5,76.6,21.6,38162
Warren,NY,63924,72.8,1.0,1.0,5.4,8.1,0.6,0.5,11.2,78.3,19.4,37096
Washington,NY,61072,73.1,,2.0,5.6,7.5,2.9,0.3,10.1,74.0,11.6,33905
Wayne,NY,93900,155.2,0.1,2.4,6.6,6.5,3.2,0.5,13.4,74.3,14.0,40181
Westchester,NY,928888,2133.0,0.6,15.6,7.0,7.2,14.2,4.5,14.0,81.0,35.3,55040
Wyoming,NY,42975,73.2,-1.0,2.9,5.3,6.2,5.5,0.4,10.0,70.3,9.7,35915
Yates,NY,24561,72.8,-0.2,0.9,6.6,8.3,0.6,0.3,13.8,73.7,15.0,31926
Alamance,NC,133323,304.2,1.9,6.8,6.4,7.4,18.8,0.9,14.6,67.9,14.6,35281
Alexander,NC,34034,129.2,1.3,2.5,6.9,7.0,4.6,1.0,14.1,59.0,7.9,35302
Alleghany,NC,10763,45.4,0.8,5.0,5.2,11.0,1.2,0.2,10.6,52.6,9.0,27730
Anson,NC,25335,47.5,0.2,0.8,6.5,7.2,48.6,0.6,13.8,60.8,7.3,27703
Ashe,NC,24715,57.2,1.4,2.4,5.3,9.5,0.7,0.2,10.9,55.6,8.1,26968
Avery,NC,17395,69.5,1.3,2.4,4.8,8.7,3.5,0.2,11.1,62.2,12.4,28407
Beaufort,NC,45224,54.3,0.6,3.2,6.0,8.9,29.0,0.2,12.5,65.9,10.8,28614
Bertie,NC,19803,28.3,0.2,1.0,6.4,8.7,62.3,0.1,13.1,54.9,8.0,22816
Bladen,NC,32491,36.9,0.7,3.7,6.6,8.0,37.9,0.1,15.0,56.4,7.7,26984
Brunswick,NC,77058,85.5,5.4,2.7,5.5,11.0,14.4,0.3,11.4,69.2,10.7,30689
Buncombe,NC,208850,314.5,1.2,2.8,5.6,7.9,7.5,0.7,11.7,74.5,19.1,35159
Burke,NC,89359,175.8,0.2,3.6,6.2,7.5,6.7,3.5,12.9,60.1,10.6,32113
Cabarrus,NC,136418,360.1,4.1,5.1,7.1,6.2,12.2,0.9,14.6,67.4,12.3,41781
Caldwell,NC,78109,164.0,0.9,2.5,6.4,7.5,5.5,0.4,12.6,56.8,8.9,32838
Camden,NC,7097,28.6,3.1,0.7,5.6,8.0,17.3,0.6,4.5,66.2,10.1,35423
Carteret,NC,59901,114.2,0.9,1.7,4.9,10.0,7.0,0.5,10.5,75.5,16.2,34348
Caswell,NC,23693,55.3,0.8,1.8,5.7,7.1,36.5,0.2,11.0,55.0,6.6,31152
Catawba,NC,145071,354.2,2.4,5.6,6.5,6.8,8.4,2.9,13.8,66.7,14.2,38456
Chatham,NC,51645,72.2,4.7,9.6,6.3,8.0,17.1,0.6,13.2,70.0,19.5,41632
Cherokee,NC,24643,53.4,1.4,1.2,5.4,11.0,1.6,0.3,12.5,59.9,8.0,25489
Chowan,NC,14554,84.0,0.2,1.5,5.9,9.4,37.5,0.3,14.5,63.3,12.2,27900
Clay,NC,9086,40.8,3.5,0.8,4.2,12.0,0.8,0.1,8.9,62.9,12.6,26800
Cleveland,NC,97432,207.1,1.2,1.5,6.7,7.3,20.9,0.7,13.6,63.5,11.1,33552
Columbus,NC,54905,58.4,0.3,2.3,6.6,7.8,30.9,0.2,14.9,59.4,9.1,25504
Craven,NC,91316,129.1,-0.1,4.0,7.3,8.0,25.1,1.0,18.4,75.9,15.1,33214
Cumberland,NC,299203,464.0,-1.2,6.9,8.2,4.8,34.9,1.9,19.5,80.3,16.6,33836
Currituck,NC,19018,69.4,4.6,1.4,6.1,7.2,7.2,0.4,9.6,67.7,8.2,36287
Dare,NC,31168,78.0,4.0,2.2,5.2,8.7,2.7,0.4,11.1,81.0,21.4,35258
Davidson,NC,149690,266.8,1.7,3.2,6.5,7.1,9.1,0.8,12.5,64.2,10.0,36099
Davie,NC,36193,131.5,3.9,3.5,6.5,7.4,6.8,0.3,12.3,69.6,14.7,39871
Duplin,NC,49446,60.0,0.8,15.1,7.4,7.1,28.9,0.2,17.7,56.4,6.6,27384
Durham,NC,227034,770.0,1.7,7.6,6.9,4.9,39.5,3.3,16.3,78.9,33.4,40007
Edgecombe,NC,54754,110.1,-1.5,2.8,6.8,6.9,57.5,0.1,14.7,58.5,8.1,27464
Forsyth,NC,310187,746.5,1.3,6.4,6.7,6.9,25.6,1.0,15.0,77.6,24.1,39536
Franklin,NC,49065,96.1,3.8,4.4,7.0,6.0,30.0,0.3,13.2,62.4,9.2,33713
Gaston,NC,191952,534.7,0.8,3.0,6.7,7.1,13.9,1.0,14.3,60.9,10.8,36590
Gates,NC,10592,30.8,0.7,0.8,5.8,7.8,39.2,0.2,12.8,60.9,7.4,30087
Graham,NC,8017,27.4,0.3,0.8,5.8,9.9,0.2,0.2,12.4,56.9,10.0,24355
Granville,NC,50183,91.3,3.5,4.0,6.2,6.5,34.9,0.4,13.4,62.0,9.6,34779
Greene,NC,19193,71.6,1.2,8.0,7.0,6.6,41.2,0.1,12.9,59.2,8.9,29993
Guilford,NC,425382,648.8,1.0,3.8,6.6,6.3,29.3,2.4,13.9,76.1,24.8,39721
Halifax,NC,56703,79.1,-1.2,1.0,6.2,8.1,52.6,0.5,13.7,53.9,8.6,24741
Harnett,NC,93602,153.0,2.8,5.9,7.6,5.9,22.5,0.6,17.1,64.0,9.5,31941
Haywood,NC,54623,97.5,1.1,1.4,5.3,10.0,1.3,0.2,10.9,68.0,12.8,31013
Henderson,NC,91267,238.4,2.3,5.5,5.6,11.0,3.1,0.6,11.6,76.2,19.5,35260
Hertford,NC,22099,64.0,-2.2,1.6,5.5,8.5,59.6,0.3,11.1,58.1,10.7,23724
Hoke,NC,34906,86.1,3.7,7.2,9.2,4.7,37.6,0.8,18.1,55.7,8.4,27525
Hyde,NC,5703,9.5,-2.1,2.2,4.5,8.5,35.1,0.4,7.7,60.0,7.7,23568
Iredell,NC,127409,213.0,3.9,3.4,6.9,6.8,13.7,1.3,14.3,66.5,11.8,38086
Jackson,NC,33566,67.5,1.3,1.7,5.1,7.9,1.7,0.5,10.5,68.7,19.7,29776
Johnston,NC,128248,154.0,5.2,7.7,7.8,5.5,15.7,0.3,16.8,64.6,11.1,36406
Jones,NC,10392,22.0,0.1,2.7,6.0,8.4,35.9,0.2,9.9,62.4,8.1,27219
Lee,NC,49279,190.8,0.5,11.7,6.9,7.2,20.5,0.7,15.1,72.4,14.3,34864
Lenoir,NC,59310,149.1,-0.6,3.2,6.6,8.2,40.4,0.3,13.5,62.9,11.5,27982
Lincoln,NC,64999,213.3,1.9,5.7,6.4,6.5,6.4,0.3,13.6,62.0,10.5,35811
McDowell,NC,42796,95.4,1.5,2.9,6.1,7.9,4.2,0.9,9.9,58.5,8.1,30957
Macon,NC,30533,57.8,2.4,1.5,5.0,12.0,1.2,0.4,10.5,66.7,13.2,28696
Madison,NC,19970,43.7,1.7,1.4,5.9,8.3,0.8,0.2,12.0,56.4,11.3,27466
Martin,NC,25374,55.5,-0.9,2.1,6.2,8.2,45.4,0.2,16.3,58.3,9.5,26053
Mecklenburg,NC,716407,1322.0,3.0,6.5,7.3,4.7,27.9,3.1,15.7,81.6,28.3,45350
Mitchell,NC,15869,71.0,1.2,2.0,5.1,10.0,0.2,0.2,10.5,55.3,9.2,29238
Montgomery,NC,26898,54.5,0.3,10.4,6.8,7.5,21.8,1.6,17.0,55.3,7.8,28832
Moore,NC,77163,107.1,3.2,4.0,5.6,12.0,15.5,0.4,12.3,74.3,19.9,36688
Nash,NC,88443,161.9,1.2,3.4,6.6,6.8,33.9,0.6,13.0,65.1,13.7,34079
New Hanover,NC,163455,805.6,2.0,2.0,5.7,7.2,17.0,0.8,12.8,78.1,21.2,38480
Northampton,NC,21980,41.2,-0.5,0.7,5.7,9.2,59.4,0.1,11.3,52.8,8.8,24218
Onslow,NC,145988,196.0,-2.9,7.2,8.8,4.0,18.5,1.7,22.8,83.0,13.4,30682
Orange,NC,119894,295.6,1.4,4.5,5.0,4.5,13.8,4.1,10.8,83.6,46.1,39410
Pamlico,NC,12929,38.4,,1.3,5.0,11.0,24.6,0.4,9.5,65.9,11.6,28629
Pasquotank,NC,34947,153.7,0.1,1.2,6.2,7.3,40.0,0.9,12.6,67.4,14.4,29305
Pender,NC,42007,47.2,2.3,3.6,5.9,8.5,23.6,0.2,12.0,64.6,11.6,30705
Perquimans,NC,11487,46.0,1.0,0.6,5.2,11.0,28.0,0.2,9.3,61.2,8.8,26489
Person,NC,36114,90.9,1.4,2.1,6.3,7.5,28.2,0.1,12.6,63.2,7.6,33501
Pitt,NC,134977,205.2,0.9,3.2,6.5,5.2,33.6,1.1,14.4,71.0,21.9,31987
Polk,NC,18741,77.0,2.3,3.0,5.2,11.0,5.9,0.2,8.7,69.6,20.1,34909
Randolph,NC,131790,165.8,1.0,6.6,6.8,6.7,5.6,0.6,14.4,62.0,9.1,35453
Richmond,NC,46677,98.2,0.2,2.8,6.8,7.4,30.5,0.7,14.1,60.4,7.9,27349
Robeson,NC,123891,130.0,0.4,4.9,8.0,5.6,25.1,0.3,17.5,57.0,11.0,25518
Rockingham,NC,92123,162.4,0.2,3.1,6.2,7.9,19.6,0.3,12.0,59.2,8.8,32305
Rowan,NC,132233,255.1,1.5,4.1,6.6,7.2,15.8,0.8,12.5,66.0,11.7,35112
Rutherford,NC,63332,111.5,0.7,1.8,6.2,8.4,11.2,0.3,12.8,59.4,9.8,30981
Sampson,NC,60683,63.7,0.9,10.8,7.3,7.0,29.9,0.3,15.6,61.3,8.1,28199
Scotland,NC,35889,112.8,-0.3,1.2,7.3,6.3,37.3,0.5,15.9,60.7,13.6,29323
Stanly,NC,58622,147.1,0.9,2.1,6.2,7.6,11.5,1.8,12.4,62.1,9.4,34437
Stokes,NC,45179,98.9,1.0,1.9,6.6,6.5,4.7,0.2,12.2,62.8,7.3,35618
Surry,NC,71600,132.6,0.5,6.5,6.3,8.1,4.2,0.6,13.7,57.3,9.4,30848
Swain,NC,13061,24.6,0.7,1.5,6.1,8.4,1.7,0.2,12.9,59.0,9.9,21858
Transylvania,NC,29487,77.6,0.5,1.0,4.9,12.0,4.2,0.4,9.3,72.1,17.9,34547
Tyrrell,NC,4031,10.6,-2.8,3.6,4.9,8.3,39.4,0.7,10.9,58.0,7.6,21616
Union,NC,132676,194.2,7.3,6.2,8.1,5.3,12.5,0.6,18.0,69.0,13.2,41145
Vance,NC,43622,169.1,1.6,4.6,7.0,7.0,48.3,0.4,15.6,57.1,9.5,26499
Wake,NC,655642,754.6,4.4,5.4,7.2,4.1,19.7,3.4,15.7,85.4,35.3,51391
Warren,NC,19904,46.6,-0.3,1.6,5.4,9.6,54.5,0.1,10.4,53.7,7.1,23025
Washington,NC,13597,39.4,-0.9,2.3,6.6,8.3,48.9,0.3,13.9,60.6,8.7,27726
Watauga,NC,42909,136.4,0.5,1.5,3.9,6.1,1.6,0.6,8.5,72.0,27.4,31013
Wayne,NC,112736,204.9,-0.5,4.9,7.0,6.8,33.0,1.0,14.7,71.2,12.7,31410
Wilkes,NC,66166,86.7,0.8,3.4,6.2,7.9,4.2,0.3,12.2,54.1,8.8,30700
Wilson,NC,74310,199.0,0.7,6.0,6.9,7.1,39.3,0.4,15.5,62.2,14.4,30191
Yadkin,NC,36859,108.2,1.4,6.5,6.6,7.9,3.4,0.2,12.5,58.9,7.1,33929
Yancey,NC,17874,57.0,0.6,2.7,5.5,9.7,0.6,0.1,11.4,60.7,10.0,27797
Adams,ND,2523,2.6,-2.7,0.3,4.5,11.0,0.5,0.2,9.4,72.5,11.2,27346
Barnes,ND,11463,7.9,-2.6,0.5,5.3,8.5,0.5,0.2,9.7,75.4,15.4,29588
Benson,ND,6879,5.0,-1.2,0.8,8.9,7.0,0.1,,19.0,65.4,9.2,21833
Billings,ND,857,0.8,-3.5,0.3,3.5,8.2,0.0,0.0,9.1,71.5,12.6,29541
Bottineau,ND,6975,4.3,-2.4,0.5,3.9,9.7,0.2,0.2,9.8,74.9,14.3,30156
Bowman,ND,3124,2.8,-3.6,0.7,4.6,10.0,,,10.6,74.3,13.9,31058
Burke,ND,2191,2.0,-2.3,0.4,3.7,13.0,0.1,0.1,7.3,66.9,8.7,28783
Burleigh,ND,70069,42.5,0.9,0.7,6.2,6.5,0.3,0.4,13.2,83.0,25.1,39664
Cass,ND,124021,69.8,0.7,1.2,6.6,4.9,0.8,1.3,14.2,87.1,26.5,38871
Cavalier,ND,4655,3.2,-3.6,0.6,4.3,11.0,0.1,0.1,9.8,68.4,12.6,31223
Dickey,ND,5612,5.1,-2.5,1.4,5.7,9.3,0.1,0.5,9.6,68.8,16.0,28090
Divide,ND,2203,1.8,-3.5,0.6,3.1,12.0,0.0,0.5,6.2,69.4,12.8,29291
Dunn,ND,3563,1.8,-1.0,0.8,5.7,8.4,,0.1,9.4,70.5,10.1,25257
Eddy,ND,2691,4.4,-2.4,0.6,5.0,11.0,0.1,0.1,7.4,66.5,11.0,26181
Emmons,ND,4209,2.9,-2.8,1.2,5.3,13.0,,0.2,11.0,57.3,9.0,23504
Foster,ND,3624,5.9,-3.6,0.2,5.3,11.0,0.1,0.0,10.1,69.4,12.1,30687
Golden Valley,ND,1845,1.9,-4.1,1.0,5.5,9.0,0.0,0.1,11.0,74.6,15.7,26669
Grand Forks,ND,64390,46.0,-2.6,2.1,6.4,4.7,1.4,1.0,14.5,85.6,25.8,35959
Grant,ND,2775,1.7,-2.3,0.6,4.3,12.0,0.0,0.4,8.2,62.6,8.9,20257
Griggs,ND,2628,3.9,-4.6,0.4,4.7,11.0,0.0,0.1,9.8,67.9,12.1,28108
Hettinger,ND,2650,2.4,-2.4,0.2,4.4,12.0,0.1,0.1,6.8,69.5,12.2,28249
Kidder,ND,2666,2.0,-3.2,0.6,5.0,12.0,0.2,0.1,9.9,60.5,11.3,23779
La Moure,ND,4616,4.1,-1.8,0.6,4.4,12.0,,0.1,8.6,66.4,12.4,28985
Logan,ND,2221,2.3,-3.8,0.7,5.5,14.0,0.1,0.2,9.6,51.9,9.3,23910
McHenry,ND,5742,3.2,-4.1,0.4,4.9,11.0,0.1,,9.9,66.7,9.7,24851
McIntosh,ND,3306,3.5,-2.5,0.8,4.2,15.0,0.0,0.3,8.7,48.8,9.5,23018
McKenzie,ND,5705,2.1,-0.6,1.0,6.3,7.4,0.1,0.1,14.6,72.7,14.2,32034
McLean,ND,9144,4.4,-1.8,0.9,4.7,9.4,,0.1,9.2,68.2,11.9,32129
Mercer,ND,8531,8.3,-1.3,0.4,4.6,6.9,,0.3,8.4,71.2,11.2,47215
Morton,ND,25149,13.1,-0.6,0.6,6.5,7.6,0.2,0.3,12.7,70.4,13.8,32755
Mountrail,ND,6553,3.6,-1.2,1.3,6.5,8.0,0.1,0.2,14.7,73.0,12.9,27543
Nelson,ND,3563,3.8,-4.1,0.2,3.7,12.0,0.1,0.3,9.9,69.4,10.6,25831
Oliver,ND,1960,2.9,-5.1,0.6,4.5,7.8,0.1,0.1,7.7,68.2,10.8,34989
Pembina,ND,8408,7.7,-2.1,3.1,5.0,9.2,0.2,0.2,10.7,73.1,13.1,34875
Pierce,ND,4597,4.6,-1.7,0.6,5.3,11.0,0.1,0.3,12.5,65.9,13.4,26796
Ramsey,ND,11833,10.2,-1.9,0.5,5.7,8.4,0.2,0.3,12.6,74.5,16.3,30355
Ransom,ND,5841,6.8,-0.8,0.8,5.9,9.8,0.2,0.3,9.4,73.1,11.1,32823
Renville,ND,2542,3.0,-2.6,0.7,4.3,11.0,0.2,0.5,9.2,74.2,9.8,30684
Richland,ND,17701,12.5,-1.7,0.7,6.0,7.0,0.3,0.2,12.6,75.9,13.0,36591
Rolette,ND,13745,15.2,0.5,0.8,8.8,5.2,0.1,0.1,20.6,59.4,11.7,21831
Sargent,ND,4296,5.1,-1.6,0.7,5.7,8.1,,,10.6,72.7,9.7,36041
Sheridan,ND,1605,1.8,-6.1,0.4,3.2,14.0,0.1,0.0,8.5,49.5,8.2,23067
Sioux,ND,4066,3.7,0.5,1.6,11.0,3.7,,,24.1,68.3,9.9,19120
Slope,ND,754,0.6,-1.7,0.1,4.7,11.0,0.0,0.0,12.9,71.5,10.4,22759
Stark,ND,22213,16.9,-1.9,1.0,5.8,7.5,0.2,0.2,11.8,73.1,14.8,32028
Steele,ND,2191,3.2,-3.0,0.2,5.6,11.0,,,8.8,71.9,13.7,32659
Stutsman,ND,21575,9.9,-1.5,0.9,5.4,8.6,0.3,0.4,11.1,73.5,16.7,32213
Towner,ND,2770,2.8,-3.7,0.2,4.8,9.8,0.1,0.1,10.4,71.9,12.7,27205
Traill,ND,8392,9.8,-1.0,2.2,6.0,8.4,0.1,0.2,13.2,76.6,17.7,35162
